symboling,fueltype,aspiration,doornumber,carbody,drivewheel,enginelocation,wheelbase,carlength,carwidth,carheight,curbweight,enginetype,cylindernumber,enginesize,fuelsystem,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,Brand,Price,Linear_Prediction,Tree_Prediction,Linear_Error,Tree_Error
0,1,0,0,3,2,0,0.801817382095216,1.23488745784087,0.4617127951455159,0.8027081895740452,1.3197443925010193,3,3,2.046956390592074,5,1.112308322183375,0.42626173867869516,-0.54369234868308,1.9273992771463913,0.5195538482598462,-1.4762369696465338,-1.3363111346034833,2,24421.609326267142,24421.609326267142,36636.0,0.0,-12214.390673732858
0,1,1,1,2,0,0,0.12962287391059968,0.3381498639219036,0.9340827165670013,-0.6941674386789748,0.9729387343180855,3,1,0.11365262889288523,5,-0.709646361278832,0.4578153045298821,-0.8039461217312255,1.3788423163556538,0.722669059498499,-1.4762369696465338,-1.3363111346034833,1,17068.550341538008,17068.550341538008,17686.0,0.0,-617.4496584619919
0,1,0,0,3,1,0,-0.25688896829555424,-0.06040017781985739,-0.3413160712710107,0.3981472089651212,-0.49853612045809087,3,2,-0.158992773398026,1,0.03400861156288548,0.6786902654881963,-0.41356546215900736,-0.19202534409054925,0.11332342578254051,0.31350193710235513,0.534144279976641,12,10106.937457365206,10106.937457365206,9876.472222222223,0.0,230.46523514298315
3,1,0,1,2,1,0,0.062403423092137096,1.0356124369699882,0.27276482657691903,0.9645325818176143,0.19899390390984364,3,2,-0.1342068277352159,5,0.814846333046688,-0.5834523685593094,-0.20275990599000945,0.1321219509221593,0.21488103140186693,-0.6627192847606753,-0.4010834273134211,17,14675.236384340304,14675.236384340304,13326.25,0.0,1348.9863843403036
-1,0,1,0,4,2,0,1.8941334578952174,1.3926468493636512,2.067770527978562,2.0163911314008174,2.3386084730384518,3,1,1.402521803359011,3,0.9635773276150315,1.2151008849583855,2.969733587466883,0.45626924593486784,-1.6131558697460084,-0.5000157477835036,-0.8686972809584522,3,23859.951589937908,23859.951589937908,34285.333333333336,0.0,-10425.381743395428
1,1,0,1,2,1,0,-0.7106202613201706,-0.7080439956502222,-1.002633961261093,-0.1682381638873747,-1.0353991167412764,3,2,-0.7290695236426585,1,-0.6352808639946602,0.11072608016681874,-0.1793370664156764,-0.8901887487333061,0.11332342578254051,0.964316085011042,1.001758133621672,12,6746.932069606926,6746.932069606926,6167.2,0.0,579.7320696069264
0,0,0,0,2,1,0,-0.5089619088647853,-0.6499221145628804,-0.7192120084081977,-0.3705186541918367,-0.551438678485996,3,2,-0.40685223002612714,3,-0.18908788028962975,0.3000474752739446,3.2299873605150284,-1.2143360437460147,-1.3084830528880291,2.1032408438512444,2.560470979105109,19,8785.567284277673,8785.567284277673,7898.25,0.0,887.317284277673
0,1,0,0,3,1,0,-0.5089619088647853,-0.6499221145628804,-0.7192120084081977,-0.3705186541918367,-0.8159514686255217,3,2,-0.7042835779798485,1,-0.48654986942631673,-0.70966663196406,-0.28343857563493463,-0.8652543414246362,-0.6991374191720707,0.47620547407952685,0.534144279976641,19,7034.791963733337,7034.791963733337,7898.25,0.0,-863.4580362666629
0,1,0,0,4,1,0,-0.2904986937047855,-0.05209705195023781,-0.24684208698671228,-0.28960645807005075,-0.1987549582999617,4,2,-0.45642412135174737,5,1.112308322183375,-1.940255700160376,-0.28343857563493463,-0.2668285660165589,0.11332342578254051,-0.01190513685198833,0.06653042633160997,18,10664.342607844148,10664.342607844148,9876.472222222223,0.0,787.8703856219254
2,0,0,1,3,1,0,-0.24008410559093976,-0.20155331760339965,-0.19960509484456643,0.8027081895740452,-0.5788696345004654,3,2,-0.7290695236426585,3,-1.1558393449838624,0.4578153045298821,3.360114247039101,-1.3140736729806943,-0.6991374191720707,1.9405373068740726,2.4045996945567656,20,8651.889153330772,8651.889153330772,7898.25,0.0,753.6391533307724
0,1,0,0,3,1,0,0.2808666382521393,0.5042123813143046,0.4617127951455159,0.5599716012086903,0.2048719659129442,3,1,0.2375823572069358,5,-0.48654986942631673,0.4578153045298821,-0.41356546215900736,0.1321219509221593,0.722669059498499,-0.9881263587150187,-1.024568565506796,20,16004.518414564413,16004.518414564413,13326.25,0.0,2678.2684145644125
1,1,0,1,2,2,0,-0.7106202613201706,-0.4506470936920011,-0.9081599769767945,-0.4514308503136198,-0.6905528125593762,3,2,-0.7042835779798485,1,-0.48654986942631673,-0.70966663196406,-0.28343857563493463,-0.8652543414246362,-0.6991374191720707,0.6389090110566986,0.534144279976641,19,7057.847759876597,7057.847759876597,7898.25,0.0,-840.4022401234033
0,1,0,0,3,2,0,1.0370854599598327,0.07244983609406294,0.08381685800832216,0.27677891478244226,0.22250615192224593,3,2,0.33672613985817623,5,1.6328668031725755,-0.2994702758986199,-0.54369234868308,0.3814660240088582,-0.2929069966947651,-0.9881263587150187,-0.5569547118617648,9,15997.320933510313,15997.320933510313,13326.25,0.0,2671.070933510313
-1,1,0,0,2,1,0,0.6169638923444475,0.12226859131178276,0.27276482657691903,0.07449842447798027,-0.2790884723423362,3,2,-0.10942088207240579,5,-0.04035688572128626,0.8995652264465092,-0.3615147075493785,-0.3166973806338987,-1.9178286866039878,0.31350193710235513,0.22240171087995367,19,10738.821970205476,10738.821970205476,9876.472222222223,0.0,862.3497479832531
0,1,0,0,3,2,0,3.7258634926982976,2.820784498938299,2.7290884179686445,1.2072691701829692,2.6325115731934803,5,0,4.500765011210275,5,1.781597797740919,0.3000474752739446,-0.54369234868308,1.977268091763731,-1.3084830528880291,-1.8016440436008774,-2.2715388418935456,3,40036.246734910914,40036.246734910914,45400.0,0.0,-5363.753265089086
1,1,0,0,2,1,0,-0.5089619088647853,-1.280959680654006,-1.097107945545388,0.3172350128433352,-1.0608707187547122,3,2,-0.8529992519567091,1,-1.007108350415519,-0.70966663196406,-0.28343857563493463,-1.0647295998939954,-0.6991374191720707,0.964316085011042,1.157629418170016,19,5952.018246419737,5952.018246419737,6167.2,0.0,-215.18175358026292
2,1,0,1,2,1,0,-1.7357168863017096,-2.7423098337071345,-2.655928686236292,-0.2086942619482648,-2.0934502772993793,2,4,-1.6213635675038227,1,-1.5276668314047195,-0.70966663196406,-0.15331168911086193,-1.4138113022153738,-0.0897917854561123,3.56757267664579,3.4956986863951713,4,-3480.6324070365463,-3480.6324070365463,6167.2,0.0,-9647.832407036545
3,1,1,1,2,1,0,-0.475352183455554,-0.07700642955909891,0.1782908422926206,-1.4223772037750368,0.5418808540907103,3,2,0.7333012704631381,6,0.9635773276150315,1.9092793336845124,-0.8039461217312255,1.0048262067256055,-0.2929069966947651,-0.9881263587150187,-1.024568565506796,11,15091.367565152863,15091.367565152863,13036.5,0.0,2054.867565152863
1,1,0,0,3,1,0,-0.4081327326370938,-0.1434314365160579,-0.24684208698671228,-0.8559918309225438,-0.2967226583516379,3,2,-0.10942088207240579,1,0.10837410884705723,0.6471366996370079,-0.41356546215900736,-0.41643500986857823,-0.2929069966947651,-0.01190513685198833,0.22240171087995367,11,10299.088380925929,10299.088380925929,9876.472222222223,0.0,422.6161587037059
0,1,0,0,3,1,0,-0.25688896829555424,-0.17664393999453856,-0.24684208698671228,-0.49188694837451274,-0.424080668418817,4,2,-0.45642412135174737,5,1.112308322183375,-1.940255700160376,-0.28343857563493463,-0.2668285660165589,0.11332342578254051,0.1507984001251834,0.22240171087995367,18,11241.83960956394,11241.83960956394,9876.472222222223,0.0,1365.3673873417174
0,1,0,0,3,1,0,0.011988834978291348,0.3049373604434253,0.27276482657691903,0.7217959934522592,-0.2869258883464703,3,2,-0.10942088207240579,1,0.2571051034154007,0.42626173867869516,-0.3875400848541929,-0.5161726391032578,-0.6991374191720707,0.1507984001251834,0.22240171087995367,9,11146.35394834716,11146.35394834716,9876.472222222223,0.0,1269.881726124937
0,1,0,0,3,1,0,0.2808666382521393,0.6287592693586053,0.27276482657691903,0.5599716012086903,1.0552316023614936,5,3,1.3529499120333908,5,0.4058360979837442,0.04761894846444345,-0.28343857563493463,1.1793670578862947,0.11332342578254051,-1.3135334326693622,-1.3363111346034833,12,20544.40858880759,20544.40858880759,17686.0,0.0,2858.4085888075897
2,1,0,1,1,1,0,-0.6097910850924793,-0.9737440234780629,-1.002633961261093,-0.1682381638873747,-1.074586196761947,3,2,-0.7290695236426585,1,-0.6352808639946602,0.11072608016681874,-0.1793370664156764,-0.8901887487333061,0.11332342578254051,0.964316085011042,1.001758133621672,12,7593.056373784719,7593.056373784719,6167.2,0.0,1425.856373784719
2,1,0,1,2,1,0,-2.0382044149847887,-2.4517004282704327,-0.9553969691189438,-1.1796406154096848,-1.6525956270668365,3,2,-0.8529992519567091,0,-1.5276668314047195,0.48936887038107046,-0.1272863118060475,-1.1644672291286748,-0.6991374191720707,3.892979750600133,3.651569970943515,6,265.7282572640015,265.7282572640015,6167.2,0.0,-5901.471742735998
1,1,0,0,3,1,0,-0.8450591629570935,-1.3972034428286848,-1.002633961261093,-1.2605528115314677,-1.1118139227815838,3,2,-0.9025711432823293,1,-1.3045703395522044,-0.07859531494030712,-0.1793370664156764,-0.915123156041976,0.722669059498499,0.964316085011042,1.157629418170016,5,5912.290056154421,5912.290056154421,7140.676470588235,0.0,-1228.386414433814
0,1,0,1,3,2,0,0.801817382095216,1.6334374995826333,0.9340827165670013,-0.006413771643802805,1.613647492656048,3,3,2.046956390592074,5,1.112308322183375,0.42626173867869516,-0.54369234868308,1.9273992771463913,0.5195538482598462,-1.4762369696465338,-1.3363111346034833,2,25181.343951553103,25181.343951553103,36636.0,0.0,-11454.656048446897
2,1,0,1,1,2,0,-0.05523061584016885,0.17208734652950258,-0.15236810270242054,-0.6941674386789748,-0.04004728421624628,3,2,0.48544181383503693,5,1.112308322183375,0.7733509630417585,-0.20536244372049084,0.28172839477417866,-0.6991374191720707,-0.17460867382916007,-0.08934085821673374,19,14660.408835563692,14660.408835563692,9876.472222222223,0.0,4783.93661334147
-1,1,0,0,4,2,0,0.9362562837321388,1.2182812061016308,0.6034237715719601,1.5309179546701073,0.9357110082984487,3,2,0.36151208552098635,5,1.7072323004567473,-0.33102384174980826,-0.15331168911086193,0.23185958015683886,0.5195538482598462,-0.3373122108063318,-0.4010834273134211,21,16518.124260652356,16518.124260652356,17686.0,0.0,-1167.8757393476444
1,1,0,0,4,1,0,-0.7106202613201706,-0.32610020564770037,-1.002633961261093,-0.08732596776558875,-1.0177649307319747,3,2,-0.7290695236426585,1,-0.6352808639946602,0.11072608016681874,-0.1793370664156764,-0.8901887487333061,0.11332342578254051,0.964316085011042,1.001758133621672,12,5269.438337361744,5269.438337361744,7140.676470588235,0.0,-1871.2381332264913
-2,1,0,0,3,2,0,0.9362562837321388,1.2182812061016308,0.6034237715719601,1.0049886798785073,0.6966698201723587,3,2,0.36151208552098635,5,1.7072323004567473,-0.33102384174980826,-0.15331168911086193,0.23185958015683886,0.5195538482598462,-0.3373122108063318,-0.4010834273134211,21,17256.871126774946,17256.871126774946,17686.0,0.0,-429.1288732250541
-1,0,1,0,3,2,0,1.8941334578952174,1.3926468493636512,2.067770527978562,1.1263569740611832,1.8781602827955737,3,1,1.402521803359011,3,0.9635773276150315,1.2151008849583855,2.969733587466883,0.45626924593486784,-1.6131558697460084,-0.5000157477835036,-0.8686972809584522,3,24598.6984560605,24598.6984560605,34285.333333333336,0.0,-9686.634877272834
1,1,0,0,2,1,0,-0.8450591629570935,-1.3972034428286848,-1.002633961261093,-1.2605528115314677,-1.1549197108043214,3,2,-0.9025711432823293,1,-1.3045703395522044,-0.07859531494030712,-0.1793370664156764,-0.915123156041976,0.722669059498499,0.964316085011042,1.157629418170016,14,6651.036922277011,6651.036922277011,6167.2,0.0,483.8369222770116
0,1,0,0,4,0,0,-0.5089619088647853,-0.36761583499580064,-1.097107945545388,2.1782155236443863,-0.5220483684704932,3,2,-0.8529992519567091,1,-1.007108350415519,-0.70966663196406,-0.28343857563493463,-1.0647295998939954,-0.6991374191720707,0.31350193710235513,0.22240171087995367,19,5262.693889192697,5262.693889192697,9876.472222222223,0.0,-4613.778333029526
-1,1,0,0,3,2,0,1.7428896935536777,1.2182812061016308,1.4064526379884867,0.7217959934522592,0.8926052202757111,5,3,1.1546623467309098,5,0.9635773276150315,-1.2145236855830608,-0.33548933024456357,0.7305477263302367,0.722669059498499,-1.1508298956921905,-1.1804398500551396,21,24409.94641050928,24409.94641050928,17686.0,0.0,6723.946410509281
1,1,1,1,2,1,0,-0.9626932018894018,-1.3972034428286848,-1.002633961261093,-1.1796406154096848,-0.8061546986203542,3,2,-0.7042835779798485,6,-1.0814738476996908,0.42626173867869516,-0.6477938579023383,-0.0673533075471998,0.722669059498499,-0.17460867382916007,-0.08934085821673374,11,7951.063893359359,7951.063893359359,7898.25,0.0,52.8138933593591
0,0,1,1,1,2,0,1.3395729886429095,1.1103405697965691,2.067770527978562,0.47905940508690426,1.838973202774903,3,1,1.402521803359011,3,0.9635773276150315,1.2151008849583855,2.969733587466883,0.45626924593486784,-1.6131558697460084,-0.5000157477835036,-0.8686972809584522,3,25485.616279002064,25485.616279002064,34285.333333333336,0.0,-8799.717054331271
0,1,1,0,3,0,0,-0.2904986937047855,-0.17664393999453856,-0.24684208698671228,0.23632281672154928,-0.0909904882431179,4,2,-0.45642412135174737,5,1.112308322183375,-1.940255700160376,-0.6217684805975237,0.1570563582308292,-0.6991374191720707,-0.17460867382916007,-0.24521214276507744,18,10453.683310364233,10453.683310364233,9876.472222222223,0.0,577.2110881420103
3,1,0,1,2,2,0,-0.5761813596832479,-0.42573771608314004,-0.10513111056026798,-1.6651137921403918,-0.345706508377476,6,6,-1.3982900565385317,2,0.03400861156288548,0.0002885996876616376,-0.1793370664156764,-0.09228771485586969,1.738245115691763,-1.3135334326693622,-1.1804398500551396,9,10064.987057645016,10064.987057645016,13326.25,0.0,-3261.2629423549843
0,1,0,0,3,1,0,-0.7106202613201706,-1.513447205003366,-1.097107945545388,-0.6941674386789748,-1.2685622428642658,3,2,-0.9025711432823293,1,-1.0814738476996908,-0.4572381051545588,-0.1272863118060475,-0.8652543414246362,0.5195538482598462,2.1032408438512444,1.9369858409117344,7,4635.587459663805,4635.587459663805,7140.676470588235,0.0,-2505.08901092443
3,1,1,1,2,1,0,-0.475352183455554,-0.07700642955909891,0.1782908422926206,-1.4223772037750368,0.724100776186828,3,2,0.7333012704631381,6,1.0007600762571165,1.9092793336845124,-0.8039461217312255,1.0048262067256055,-0.2929069966947651,-0.9881263587150187,-1.024568565506796,11,15091.367565152863,15091.367565152863,13036.5,0.0,2054.867565152863
0,1,0,0,4,1,0,-0.2904986937047855,-0.05209705195023781,-0.24684208698671228,-0.28960645807005075,-0.5220483684704932,4,2,-0.45642412135174737,1,1.112308322183375,-1.940255700160376,-0.28343857563493463,-0.5660414537205976,-0.6991374191720707,0.47620547407952685,0.22240171087995367,18,9226.349667397735,9226.349667397735,9876.472222222223,0.0,-650.1225548244875
